Facility_name,Pop_served,State,Health,Contaminant,Result_value,State_MCL
FL2540225,25,FL,N,3100,0,0
FL2540225,25,FL,N,3000,0,0
FL3640263,80,FL,N,3000,0,0
FL3590699,773,FL,N,3000,0,0
FL6290762,208,FL,N,3000,0,0
FL6531169,30,FL,N,3000,0,0
FL2551399,50,FL,N,3000,0,0
FL3494361,25,FL,N,3100,0,0
FL6292161,42,FL,N,3100,0,0
FL6292852,70,FL,N,3000,0,0
FL5114085,875,FL,Y,3100,0,0
GA1190051,4979,GA,Y,4006,45,30
GA1070028,508,GA,N,1040,0,0
GA1230038,25,GA,N,3000,0,0
GA1110042,60,GA,Y,3100,0,0
GA1030063,0,GA,N,3100,0,0
FL2544373,25,FL,N,3100,0,0
FL2610363,35,FL,N,3000,0,0
FL2454301,25,FL,N,3100,0,0
FL5110182,1647,FL,N,3000,0,0
FL6091625,213,FL,N,1050,0,0
GA1250001,210,GA,Y,4010,7.75,5
FL2540968,84,FL,N,3100,0,0
FL3480539,50,FL,N,3000,0,0
FL3484352,1243,FL,N,3100,0,0
ID2290025,20,ID,Y,3000,0,0
ID1110045,0,ID,N,3100,0,0
GA2450017,1349,GA,N,3000,0,0
GA2450038,96,GA,N,3100,0,0
IA0975913,26,IA,N,3000,0,0
ID4200085,0,ID,N,3100,0,0
ID4200085,0,ID,N,3100,0,0
ID5420058,48260,ID,Y,1005,0.011,0.01
ID3140264,30,ID,Y,1005,0.014,0.01
IA5221301,75,IA,N,3000,0,0
GA2310002,534,GA,Y,4006,198,20
CT0180161,0,CT,Y,4006,42,30
CT0090051,196,CT,N,5000,0,0
LA1111011,1146,LA,Y,2950,111,80
LA1001003,900,LA,Y,3100,0,0
LA1015016,2733,LA,Y,2950,86,80
LA1029005,4193,LA,Y,2950,166,80
LA1029005,4193,LA,Y,2456,0.067,0.06
LA1029006,1920,LA,Y,2456,69,60
LA1029006,1920,LA,Y,2950,92,80
LA2085067,18,LA,Y,3100,0,0
KY0332189,0,KY,N,1040,0,0
KY0332189,0,KY,N,3000,0,0
MI2000562,26,MI,N,3100,0,0
LA1017023,956,LA,Y,2456,78,60
LA1017023,956,LA,Y,2456,74,60
LA1043004,302,LA,Y,2950,230,80
LA1081012,2205,LA,Y,2456,151,60
LA1081012,2205,LA,Y,2950,163,80
LA1081012,2205,LA,Y,2456,0.236,0.06
LA1081012,2205,LA,Y,2456,123,60
LA1099023,75,LA,Y,1005,0.013,0.01
MI2000231,35,MI,N,3100,0,0
ME0091550,1053,ME,Y,2950,0.0835,0.08
ME0091550,1053,ME,Y,2950,0.10653,0.08
ME0090930,4375,ME,Y,2456,0.068,0.06
KY0562410,0,KY,N,3000,0,0
KY0602752,0,KY,N,3000,0,0
LA1055153,81,LA,Y,1005,0.017,0.01
LA1101013,400,LA,Y,2950,99,80
KY0971007,875,KY,Y,2456,0.081,0.06
KY0982196,0,KY,N,100,0,0
KY0982196,0,KY,Y,100,1.5,0
LA1073020,8463,LA,Y,2950,115,80
MD0080011,0,MD,N,3000,0,0
ME0006390,48,ME,N,3100,0,0
ME0007378,75,ME,Y,4009,77,30
MA2054043,50,MA,Y,4010,7,5
MI0040320,182,MI,N,3000,0,0
MI2001127,50,MI,Y,3100,0,0
LA1013006,435,LA,Y,2456,115,60
LA1069013,675,LA,Y,2456,86.6,60
LA1069013,675,LA,Y,2456,312,60
LA1069013,675,LA,Y,2456,0.356,0.06
LA1083006,4842,LA,Y,2950,0.095,0.08
LA1043018,1872,LA,Y,2950,112,80
KY0670462,2673,KY,Y,2456,0.063,0.06
ME0016855,50,ME,Y,1040,12,10
ME0090410,1868,ME,Y,2950,85.26,80
ME0090410,1868,ME,Y,2456,0.07419,0.06
ME0091000,1750,ME,Y,2950,0.12235,0.08
LA1047012,48,LA,Y,3000,24,1
LA1047019,36,LA,Y,3000,20,1
LA1059006,414,LA,Y,2950,83,80
KY0090343,14479,KY,Y,2456,0.079,0.06
KY0152087,0,KY,N,100,0,0
LA2095041,103,LA,Y,2950,306,80
MI2002941,50,MI,N,3100,0,0
LA1097038,375,LA,Y,2950,87,80
KY0570495,0,KY,Y,3000,6.75,0
ME0091490,2428,ME,Y,2456,0.093,0.06
FL1670351,25,FL,N,3000,0,0
FL2041421,25,FL,N,3100,0,0
FL2124335,25,FL,N,3100,0,0
FL3054057,432,FL,N,2020,0,0
KY0673052,0,KY,N,3000,0,0
KY0673052,0,KY,N,1040,0,0
KY0720583,295,KY,N,1025,0,0
KY0500032,754,KY,N,3000,0,0
LA1111005,4977,LA,Y,2950,192,80
LA1111008,2310,LA,Y,2950,235,80
LA1111010,1635,LA,Y,2950,266,80
LA1027013,489,LA,Y,2950,85,80
LA1049004,1137,LA,Y,2950,189,80
LA1073047,10092,LA,Y,2950,242,80
MI2007875,54,MI,N,3000,0,0
ME0091100,1748,ME,Y,2950,0.145,0.08
KY0650412,1455,KY,N,3000,0,0
KY0110097,32600,KY,Y,2456,0.063,0.06
LA1007001,22862,LA,Y,2950,81,80
LA1009005,3120,LA,Y,2950,85,80
LA1009010,1677,LA,Y,2950,113,80
KY0900031,5771,KY,Y,2456,0.062,0.06
MI2004366,50,MI,N,3100,0,0
LA2017003,1515,LA,Y,3100,0,0
ME0093826,25,ME,N,3000,0,0
ME0091100,1748,ME,Y,2456,0.12225,0.06
ME0093907,25,ME,N,1040,0,0
MD0060010,1500,MD,Y,2456,79,60
IL0990200,560,IL,Y,1005,0.039,0.01
IL3061069,150,IL,N,3000,0,0
MI2166163,25,MI,N,2988,0,0
MI2166163,25,MI,N,2392,0,0
MI2041203,100,MI,N,3100,0,0
KS2001305,3134,KS,Y,1040,11,10
KS2010310,391,KS,Y,2456,0.069,0.06
KS2019116,476,KS,Y,1005,0.012,0.01
IN5288002,8458,IN,Y,2456,94.8,60
IN5288004,2025,IN,Y,2950,99.8,80
MO1010301,1642,MO,Y,2950,90,80
MO2010362,560,MO,Y,2950,105,80
MI0040440,38,MI,N,3000,0,0
MI0001770,943,MI,Y,2456,0.0923,0.06
ME0095280,37,ME,N,3100,0,0
MI0005578,1347,MI,N,3000,0,0
ME0003342,65,ME,Y,4009,0.04125,0.03
ME0003342,65,ME,Y,4000,33.625,15
MD0060016,0,MD,N,3000,0,0
MD1121233,173,MD,Y,1040,12,10
MD0100203,150,MD,Y,4000,18,15
MD0070202,89,MD,Y,4000,17,15
MS0530046,360,MS,N,3000,0,0
MS0420035,555,MS,Y,2950,0.083,0.08
MI2042703,25,MI,N,1040,0,0
MO3190267,150,MO,N,3100,0,0
MD0010004,0,MD,Y,200,0,0
MD0010014,0,MD,Y,200,0,0
MD1031064,105,MD,Y,1040,10.8,10
MI2186763,33,MI,N,3100,0,0
MI2224863,200,MI,N,2979,0,0
MI2224863,200,MI,N,2045,0,0
MI2224863,200,MI,N,2400,0,0
MO1010179,166,MO,Y,2950,149,80
MO1024143,3300,MO,Y,2950,82,80
MI0040453,238,MI,Y,1005,0.015,0.01
MI0040043,195,MI,N,3000,0,0
MI0040281,648,MI,N,3000,0,0
MI0005395,40,MI,Y,1005,0.011,0.01
MD1170020,0,MD,N,3100,0,0
ME0002893,75,ME,N,5000,0,0
AL0000646,32,AL,N,3000,0,0
AK2380484,24,AK,N,3000,0,0
AK2370227,34,AK,N,3000,0,0
AK2370293,42,AK,N,3000,0,0
AK2370308,24,AK,N,3100,0,0
AK2370308,24,AK,N,3100,0,0
CA3610112,6510,CA,Y,1005,0.019,0.01
CA4400539,350,CA,N,3000,0,0
CA4000658,24,CA,N,4000,0,0
CA5400634,60,CA,N,3000,0,0
CA3200105,19,CA,N,100,0,0
CA3200105,19,CA,Y,3000,0,0
CA3200105,19,CA,N,100,0,0
CA3200106,150,CA,N,100,0,0
CA3301476,45,CA,N,3000,0,0
CA2910011,354,CA,Y,1005,0.0355,0.01
CA2910011,354,CA,Y,1005,0.0351,0.01
CA2800635,25,CA,N,4000,0,0
CA3000662,150,CA,N,4000,0,0
CA3100014,150,CA,N,5000,0,0
CA2701870,550,CA,N,3000,0,0
CA2701870,550,CA,N,3000,0,0
CA3610705,16000,CA,Y,1005,0.03,0.01
CA3610705,16000,CA,Y,1005,0.03,0.01
CA3610705,16000,CA,Y,1005,0.031,0.01
CA3900769,30,CA,N,3000,0,0
CA3700291,100,CA,Y,1025,4.45,2
CA3700291,100,CA,Y,1025,4.75,2
CA3700291,100,CA,Y,1025,5.21,2
CA3702253,50,CA,N,3000,0,0
CO0160450,135,CO,Y,1025,4.4,4
CA4700517,100,CA,N,100,0,0
CA4500187,60,CA,N,100,0,0
CA4500187,60,CA,N,5000,0,0
CA2700799,87,CA,Y,1005,0.025,0.01
CA2610003,851,CA,Y,1005,0.03,0.01
CA2000551,200,CA,Y,4006,107,20
CA5400518,500,CA,N,3000,0,0
CA5400711,104,CA,Y,1040,55,45
CA5200655,55,CA,Y,1038,50,10
CA5000033,50,CA,Y,1005,0.011,0.01
CA5000389,186,CA,Y,1005,0.032,0.01
CA5000051,125,CA,Y,1005,0.014,0.01
CA5000057,75,CA,N,4000,0,0
CA5100109,255,CA,Y,1005,0.0283,0.01
CA4900944,0,CA,N,3000,0,0
CA5000080,90,CA,Y,1005,0.024,0.01
CA5000085,100,CA,Y,1005,0.014,0.01
CA3600504,500,CA,Y,4006,42,20
CA3400280,100,CA,N,3000,0,0
CA3600036,1000,CA,Y,1005,23,10
CA3600173,53,CA,N,5000,0,0
CA3600184,25,CA,Y,4006,38,20
CA3600541,14,CA,N,3000,0,0
CA3600188,600,CA,N,5000,0,0
CA3600196,625,CA,Y,1025,8.43,2
CA3600196,625,CA,Y,1025,5.3,2
CO0145570,90,CO,Y,4010,8.5,5
CO0135538,160,CO,Y,2950,0.09,0.08
CO0145720,660,CO,Y,4010,7,5
CA3301477,160,CA,N,4000,0,0
CA3301487,40,CA,N,3000,0,0
CA2300718,25,CA,N,3000,0,0
CA1910246,1500,CA,Y,1005,0.0175,0.01
CA1910246,1500,CA,Y,1005,0.01494,0.01
CA2702550,25,CA,Y,1005,0.057,0.01
CA3100038,250,CA,Y,2950,0.085,0.08
CA2702621,37,CA,Y,1040,62,45
CA2810001,2070,CA,Y,2950,0.086,0.08
CA2702030,200,CA,Y,1005,0.012,0.01
CO0150800,1500,CO,Y,4000,18.5,15
CA3301936,100,CA,Y,3000,0,0
CA4900575,26,CA,Y,1005,0.02,0.01
CA4900575,26,CA,Y,1005,0.021,0.01
CA4500006,160,CA,Y,2456,0.089,0.06
CA4510011,4105,CA,Y,200,0,0
CA4000774,100,CA,Y,1005,0.014,0.01
CA5700503,240,CA,N,3000,0,0
CA5500136,320,CA,N,100,0,0
CA5500136,320,CA,N,100,0,0
CA5500136,320,CA,N,100,0,0
CA2000561,264,CA,Y,1005,0.013,0.01
CA2400245,452,CA,Y,1040,21.6,10
CA2000828,40,CA,Y,4109,297,15
CA2400335,30,CA,Y,1040,28,10
CA2410002,7452,CA,Y,2950,0.0873,0.08
CA2410002,7452,CA,Y,2950,145,80
CA2410002,7452,CA,Y,2950,0.122,0.08
CA2010007,3449,CA,Y,1005,0.012,0.01
CA5400555,50,CA,Y,1040,48,45
CA5400767,46,CA,N,5000,0,0
CO0135883,3730,CO,Y,2456,0.063,0.06
CA3200154,24,CA,N,100,0,0
CA3301529,250,CA,Y,1040,56,45
CA3200173,60,CA,N,100,0,0
CO0123601,45,CO,Y,2950,86.58,80
CA3400348,40,CA,N,3000,0,0
CA3400352,100,CA,N,3000,0,0
CA3600196,625,CA,Y,4006,21.75,20
CA3600226,450,CA,Y,4006,40.25,20
CA3400364,30,CA,Y,1005,0.01875,0.01
CA3400364,30,CA,Y,1005,0.0165,0.01
CA3400114,10,CA,N,3000,0,0
CA3400433,40,CA,Y,1005,0.035,0.01
CA3301888,25,CA,N,3000,0,0
CA3301904,30,CA,N,5000,0,0
CO0136600,19,CO,N,3000,0,0
CO0136600,19,CO,Y,1025,4.6,4
CO0136600,19,CO,N,3000,0,0
CA3301556,25,CA,N,3000,0,0
CA3200007,20,CA,N,3000,0,0
CA3200007,20,CA,N,100,0,0
CA3210003,1970,CA,Y,1005,0.019,0.01
CA3301566,500,CA,N,3000,0,0
CO0201028,456,CO,Y,3000,10,0
CA2000512,250,CA,Y,1032,0.12,0.05
CA2000512,250,CA,Y,1005,0.011,0.01
CA2000641,60,CA,Y,1005,0.016,0.01
CA2000660,354,CA,Y,4006,43.875,20
CA2000660,354,CA,Y,4006,47.85,20
CA5000218,30,CA,Y,1005,0.021,0.01
CA4900855,75,CA,N,5000,0,0
CA5000254,62,CA,N,3000,0,0
CA5000271,30,CA,N,4000,0,0
CA3100063,45,CA,N,3000,0,0
CA2800525,67,CA,N,5000,0,0
CA2900548,100,CA,Y,1028,0.361,0.3
CO0108200,18,CO,N,3000,0,0
CA4600019,225,CA,Y,1005,0.023,0.01
CA5400795,245,CA,Y,1040,15,10
CA5403140,400,CA,Y,1040,18.9,10
CA5602403,600,CA,Y,2950,0.102,0.08
CA5410006,14415,CA,Y,2931,4.1e-4,2e-4
CA5410006,14415,CA,Y,2456,0.0903,0.06
CA5410007,500,CA,Y,2456,0.0749,0.06
CA5402030,100,CA,Y,1040,78,45
CA5402043,30,CA,Y,1040,80.4,45
CA5410038,4957,CA,Y,2456,0.112,0.06
CA5410503,2940,CA,Y,2950,0.103,0.08
CA5500157,361,CA,N,100,0,0
CA2600580,60,CA,N,100,0,0
CA2701221,250,CA,Y,1005,0.026,0.01
CA3702349,52,CA,N,3000,0,0
CA5400805,120,CA,Y,1040,70.2,45
CA5000275,26,CA,N,3000,0,0
CO0131800,160,CO,Y,4006,50,30
CO0131800,160,CO,Y,4006,61.5,30
CA3700897,100,CA,Y,4006,24.93,20
CA3700918,95,CA,N,5000,0,0
CA3710009,870,CA,Y,4006,21,20
CO0145030,154,CO,Y,4010,8.6,5
CO0145150,498,CO,Y,4010,18,5
CO0138045,15100,CO,Y,2950,0.109,0.08
CA3301046,325,CA,N,3000,0,0
CA2702409,90,CA,Y,1040,20,10
CA2702439,57,CA,Y,1005,0.02,0.01
CO0219724,1580,CO,N,3000,0,0
CA4200888,300,CA,Y,3000,0,0
CA4210009,560,CA,Y,1005,0.039,0.01
CA4100531,25,CA,N,100,0,0
CA2000729,135,CA,Y,2950,121,80
CA2210001,2000,CA,Y,2456,0.073,0.06
CA2210001,2000,CA,Y,2456,0.0783,0.06
CA2000551,200,CA,Y,1005,0.015,0.01
CA2000551,200,CA,Y,1005,0.015,0.01
CA3301380,300,CA,Y,1005,0.023,0.01
CA3301380,300,CA,Y,1005,0.019,0.01
CA3301672,40,CA,Y,3000,0,0
CA3200080,20,CA,N,3000,0,0
CO0101120,6,CO,N,3000,0,0
CA3610017,361,CA,Y,2950,0.089,0.08
CA3901213,30,CA,Y,1005,13,0.01
CA2701221,250,CA,Y,1005,0.026,0.01
CA4900643,26,CA,Y,1005,0.0215,0.01
CA4500084,99,CA,Y,1028,0.9792,0.3
CA4900676,300,CA,N,4000,0,0
CO0132005,3720,CO,Y,1040,12.1,10
CO0121825,40,CO,N,100,0,0
CA5403046,70,CA,Y,1040,130,45
CA5401053,50,CA,Y,1040,180,45
CA2701227,350,CA,N,3000,0,0
CA2600606,25,CA,N,3000,0,0
CA2600606,25,CA,N,3000,0,0
CA5000308,90,CA,Y,1005,0.012,0.01
CA5000308,90,CA,Y,1005,0.012,0.01
CA5000308,90,CA,Y,1005,0.011,0.01
CA5000499,100,CA,Y,1040,46,45
CA5000352,26,CA,N,3000,0,0
CA4910202,71,CA,Y,2456,0.067,0.06
CA5000008,168,CA,Y,2950,0.099,0.08
CA5000389,186,CA,Y,1005,0.038,0.01
CA5000389,186,CA,Y,1040,48.9,45
CO0139156,0,CO,N,3000,0,0
CO0214300,0,CO,N,3000,0,0
CO0202666,150,CO,Y,1005,0.016,0.01
CO0121200,60,CO,Y,4010,6.1,5
CA3601015,1000,CA,Y,1025,5,2
CA3700923,670,CA,Y,1040,109,45
CA3700923,670,CA,Y,4006,40.3,20
CA3700923,670,CA,Y,1038,15,10
CA3710048,400,CA,Y,1040,72.8,45
CA3601015,1000,CA,Y,1025,5,2
CA3601074,25,CA,N,5000,0,0
CA3600437,14,CA,N,100,0,0
CA3600437,14,CA,N,100,0,0
CA3400198,500,CA,N,3000,0,0
CA3600062,1000,CA,Y,1005,45.5,10
CO0145270,30,CO,Y,4000,25,15
MS0630037,555,MS,Y,2950,0.109,0.08
MT0001772,55,MT,Y,1038,12.4,10
MT0002738,180,MT,N,1045,0,0
CO0221100,108,CO,N,3000,0,0
CO0221780,150,CO,N,3000,0,0
CO0221780,150,CO,N,3000,0,0
MT0000174,1300,MT,Y,2456,62.3,60
NC0175452,475,NC,Y,3100,0,0
MT0002590,58,MT,Y,4010,6.4,5
KS2006114,35784,KS,Y,2950,0.082439,0.08
KS2020301,1437,KS,Y,1040,11,10
KS2009301,2195,KS,Y,4006,35,30
KS2013312,464,KS,Y,2950,124.25,80
MO6031193,60,MO,Y,4000,25.93,15
MT0002988,90,MT,Y,2456,0.13,0.06
MT0000515,8850,MT,Y,2456,61.3,60
MS0820005,438,MS,Y,3000,80,1
MS0760074,721,MS,Y,2950,0.127,0.08
MT0000179,24,MT,Y,1038,16,10
MT0000432,56,MT,Y,1038,15.8,10
NC0184010,17874,NC,Y,2456,0.066,0.06
MO3190267,150,MO,N,3100,0,0
MO6031217,40,MO,Y,1025,4.8,4
MT0000164,144,MT,Y,2950,0.109,0.08
MT0003911,215,MT,Y,1005,0.03,0.01
MT0000018,650,MT,Y,2950,82.3,80
MT0000018,650,MT,Y,2950,92,80
MS0750004,5190,MS,Y,2950,0.232,0.08
MS0670003,215,MS,Y,2456,0.075,0.06
MS0760075,246,MS,Y,2456,0.064,0.06
NC0180154,0,NC,N,1005,0,0
MS0050017,388,MS,Y,1005,0.014,0.01
MO4036059,3217,MO,Y,4010,8.77,5
MI2016365,197,MI,N,3000,0,0
MI2013640,50,MI,N,3100,0,0
MS0300050,91,MS,Y,3000,80,1
MS0360023,96,MS,N,3000,0,0
MS0280009,781,MS,Y,3000,8.88,1
MS0300011,1600,MS,Y,2456,0.064,0.06
MS0300011,1600,MS,Y,2950,0.086,0.08
MS0310003,1800,MS,Y,2950,0.096,0.08
MI2033779,48,MI,Y,3000,550,0
MS0230012,100,MS,N,3000,0,0
MS0250007,552,MS,Y,2950,0.242,0.08
MI2026623,53,MI,N,2969,0,0
MI2026623,53,MI,N,2989,0,0
MI2026623,53,MI,N,2996,0,0
MO5024616,645,MO,Y,4010,6.63,5
MO5211225,25,MO,N,3100,0,0
MS0250007,552,MS,Y,2456,0.218,0.06
MO6010848,1270,MO,Y,2456,109,60
MO4011123,359,MO,Y,4010,17.03,5
MI2015435,50,MI,N,3100,0,0
MO5024616,645,MO,Y,4010,5.5,5
MO5271861,25,MO,Y,3100,0,0
MO4048239,50,MO,N,1050,0,0
MI2025178,25,MI,N,3100,0,0
MS0260032,624,MS,N,3000,0,0
MS0260032,624,MS,N,3000,0,0
MI2028358,25,MI,N,3100,0,0
MS0140010,382,MS,Y,2950,0.09,0.08
MS0080017,720,MS,N,3000,0,0
MS0110003,1335,MS,Y,2950,0.105,0.08
MO2010566,1089,MO,Y,2950,101,80
MO5021168,600,MO,Y,4010,9.15,5
MI2014080,50,MI,Y,3100,0,0
NC0235015,4224,NC,Y,2456,0.071,0.06
NC0428125,54,NC,N,1035,0,0
ND5011186,50,ND,N,3100,0,0
NE3106901,567,NE,Y,1005,0.011,0.01
NE3114106,150,NE,Y,1005,0.011,0.01
NE3120050,30,NE,N,3000,0,0
NC0464402,1280,NC,N,3100,0,0
NE3120752,231,NE,Y,1038,11,10
NC0351159,55,NC,N,3100,0,0
NC0351159,55,NC,Y,3000,1,0.1
NC0392214,285,NC,Y,4000,15.74,15
NE3150551,25,NE,N,3000,0,0
NE3107906,800,NE,Y,1005,0.011,0.01
NE3107911,75,NE,N,3000,0,0
NC0368127,19,NC,N,1024,0,0
NC0392139,60,NC,N,1010,0,0
NC0291108,90,NC,N,1005,0,0
NC0304020,5506,NC,Y,2456,0.065,0.06
NC0319050,2160,NC,Y,2950,0.086,0.08
NC0319103,45,NC,N,1010,0,0
NC0241243,0,NC,Y,2456,0.063,0.06
NC0234189,91,NC,N,1030,0,0
NC0235010,2543,NC,Y,2950,0.09505,0.08
NC0241185,1,NC,Y,3000,2,0.1
NC0241583,134,NC,N,1045,0,0
NC0241583,134,NC,N,3000,0,0
NC0465197,338,NC,N,1030,0,0
NC0465199,10792,NC,Y,2950,0.084,0.08
NC0467010,45712,NC,N,2027,0,0
NC0424110,60,NC,N,1010,0,0
NC0427119,125,NC,N,5000,0,0
ND5100662,100,ND,N,1038,0,0
ND5100663,34,ND,N,3100,0,0
NE3102901,577,NE,Y,1005,0.011,0.01
NC0291108,90,NC,N,1020,0,0
NC0291108,90,NC,N,3000,0,0
NC0319010,8501,NC,Y,2456,0.066,0.06
NC0363025,4216,NC,Y,2950,0.112,0.08
NC0392341,602,NC,Y,4006,23.7,20.1
NC0234189,91,NC,N,3000,0,0
NC0241134,38,NC,N,3000,0,0
NC0392396,35,NC,N,1020,0,0
NC0363030,2054,NC,Y,4010,6,5
NC0421010,5500,NC,Y,2950,0.16,0.08
NC0276607,88,NC,N,3100,0,0
NE3150634,39,NE,N,3000,0,0
NC0465136,0,NC,N,1015,0,0
NJ0511321,400,NJ,N,3000,0,0
NC0410045,100694,NC,Y,1009,1.1,1
NC0382638,40,NC,Y,1040,13.2,10
NC0319025,1250,NC,Y,2950,0.107,0.08
NC0279050,706,NC,Y,2950,0.098,0.08
NC0392319,84,NC,N,3000,0,0
NC0234125,46,NC,N,1015,0,0
NC0241030,6457,NC,Y,2950,0.08275,0.08
NC0229010,18931,NC,Y,2950,0.081,0.08
NC0276146,0,NC,N,1010,0,0
NC0474118,40,NC,Y,1025,2.09,1.8
NE3114702,941,NE,Y,1038,14,10
NE3120144,25,NE,Y,1038,12.85,10
NC0416181,0,NC,Y,2456,0.07,0.06
NE3120567,45,NE,Y,1038,11,10
NE3121290,25,NE,Y,1038,10.7,10
NE3150521,250,NE,N,3000,0,0
NE3150634,39,NE,N,3000,0,0
NE3150646,50,NE,N,3000,0,0
NC0304034,423,NC,Y,2950,0.083,0.08
NC0326122,363,NC,Y,4010,29.4,5
NC0363479,1422,NC,Y,4010,11,5
NC0377010,10289,NC,N,2052,0,0
NC0377010,10289,NC,N,2052,0,0
NC0326368,60,NC,N,1055,0,0
NC0241234,251,NC,Y,4010,6,5
NC0377010,10289,NC,N,2100,0,0
NC0377010,10289,NC,N,2027,0,0
NC0377020,1640,NC,Y,2456,0.066,0.06
NC0377020,1640,NC,Y,2456,0.064,0.06
NC0363025,4216,NC,Y,2456,0.087,0.06
NC0276159,0,NC,N,1005,0,0
CA1900613,180,CA,Y,3000,0,0
CA1510017,29933,CA,Y,1005,0.032,0.01
AZ0411712,150,AZ,Y,1005,0.013,0.01
CA1500461,68,CA,Y,1005,0.08,0.01
CA1502561,400,CA,Y,2456,0.063,0.06
CA1500464,280,CA,Y,1040,16,10
CA1502569,35,CA,Y,1005,0.017,0.01
CA1500493,200,CA,Y,1005,0.021,0.01
CA1300652,30,CA,Y,2950,0.11,0.08
AZ0410100,0,AZ,N,1927,0,0
AZ0410100,0,AZ,N,1015,0,0
AZ0409022,0,AZ,N,2990,0,0
AZ0413124,0,AZ,N,3000,0,0
AZ0413124,0,AZ,N,3000,0,0
NY0900216,2700,NY,Y,2950,112.33,0.08
NY0501723,200,NY,N,3000,0,0
NJ1424300,5000,NJ,N,3000,0,0
NY0416368,25,NY,N,3000,0,0
NY0600812,45,NY,Y,2214,10,5
NY0416461,25,NY,Y,3000,0,1
NY0416473,25,NY,N,3000,0,0
NY1021889,46,NY,Y,1005,0.016,0.01
OR4193786,10,OR,N,100,0,0
OR4192004,10,OR,N,3000,0,0
OR4192762,10,OR,N,100,0,0
NJ1106320,2200,NJ,N,3000,0,0
NJ1106320,2200,NJ,N,3000,0,0
PA2590319,28,PA,N,3000,0,0
PA2590319,28,PA,N,3000,0,0
PA2590830,25,PA,N,3000,0,0
PA2350352,25,PA,N,1040,0,0
NY2221333,195,NY,Y,2950,100,80
NY3208319,60,NY,N,3000,0,0
NY3208321,0,NY,N,3000,0,0
PA2590837,30,PA,N,3000,0,0
PA2520462,220,PA,N,1040,0,0
NM3501026,0,NM,Y,1038,11,10
NJ0811319,63,NJ,N,1040,0,0
PA1090918,35,PA,N,3000,0,0
NY3304315,1000,NY,N,100,0,0
NJ1026301,106,NJ,N,3000,0,0
PA2520417,50,PA,N,3000,0,0
NY2600974,30,NY,Y,1040,10.135,10
AZ0415530,100,AZ,N,1025,0,0
NM3502401,154,NM,Y,1025,21.2,4
NM3502401,154,NM,Y,1025,6,4
NM3518925,79,NM,Y,1025,4.4,4
NM3526504,135,NM,Y,2950,0.286,0.08
NM3532409,0,NM,Y,1025,4.38,4
AZ0420068,0,AZ,Y,3000,13.2,10
AZ0420068,0,AZ,N,1050,0,0
AZ0420068,0,AZ,N,4000,0,0
AZ0420178,22,AZ,N,3000,0,0
AZ0420178,22,AZ,N,1030,0,0
AZ0420178,22,AZ,N,1050,0,0
AZ0420090,0,AZ,N,2996,0,0
AZ0420090,0,AZ,N,1015,0,0
CA1600605,47,CA,Y,1005,0.033,0.01
CA1610001,4143,CA,Y,1005,0,0
NY2715670,25,NY,Y,100,0,5
NY1900026,8000,NY,Y,2456,81.7,60
NY0202560,30,NY,Y,1005,0.13,0.01
NY0400892,24,NY,Y,3000,0,1
NJ1009001,4581,NJ,Y,1005,0.015,0.005
CA1610002,13053,CA,Y,2950,0.11,0.08
CA1610003,62127,CA,Y,1005,0,0
CA1610003,62127,CA,Y,1005,0,0
CA1610003,62127,CA,Y,1005,0,0
CA1610003,62127,CA,Y,1005,0,0
CA1900100,135,CA,Y,1005,0.0135,0.01
CA1610003,62127,CA,Y,1005,0,0
CA1610005,26093,CA,Y,1005,0.024,0.01
NY0505553,100,NY,Y,3000,0,1
NY2830029,432,NY,Y,2950,97.3,80
NY2830029,432,NY,Y,2950,111.4,80
NY2830029,432,NY,Y,2950,84.9,80
AZ0412005,86,AZ,Y,4006,40,30
AZ0412005,86,AZ,Y,4006,32,30
AZ0411712,150,AZ,Y,1040,12,10
NM3503621,194,NM,Y,4006,55,30
NM3503621,194,NM,Y,4006,53,30
NM3511207,10965,NM,Y,1005,0.014,0.01
NM3526604,1363,NM,Y,2456,0.074,0.06
NM3526604,1363,NM,Y,2456,0.064,0.06
NM3526604,1363,NM,Y,2950,0.124,0.08
AZ0413008,2250,AZ,Y,1005,0.011,0.01
NJ1321001,10105,NJ,Y,1005,0.007,0.005
NY0200320,2000,NY,Y,1005,20.3,10
NY1915264,2000,NY,Y,2950,96.6,80
NY2811730,3000,NY,Y,2950,160.4,80
NM3500432,89,NM,Y,1005,0.017,0.01
NM3503721,0,NM,N,3000,0,0
NJ1107304,35,NJ,N,3000,0,0
NY2501027,2700,NY,Y,2950,82.25,80
OR4192054,20,OR,N,3000,0,0
OR4192054,20,OR,N,3000,0,0
OR4192762,10,OR,N,100,0,0
NY2800140,740,NY,Y,1028,2.37,0.3
NY1108860,50,NY,N,3000,0,0
PA5650053,30,PA,N,3000,0,0
PA2590813,38,PA,N,100,0,0
PA2400067,90,PA,N,1005,0,0
PA2400379,25,PA,N,3000,0,0
PA2400437,10,PA,N,3000,0,0
PA2400320,15,PA,N,3000,0,0
PA2400320,15,PA,N,3000,0,0
PA2400320,15,PA,N,3000,0,0
PA2400883,25,PA,N,3000,0,0
PA3540358,25,PA,N,3000,0,0
PA2080386,50,PA,N,100,0,0
OR4194054,25,OR,N,3000,0,0
PA2080386,50,PA,N,3000,0,0
