Facility_name,Pop_served,State,Health,Contaminant,Result_value,State_MCL
MS0310004,1660,MS,Y,2950,0.117,0.08
NM3556212,180,NM,Y,1025,5.3,4
NM3556212,180,NM,Y,1025,5,4
NM3581126,1500,NM,Y,1005,0.023,0.01
MS0260021,288,MS,Y,3000,14,1
MS0280009,781,MS,Y,2456,0.15,0.06
NM3576723,355,NM,Y,1005,0.037,0.01
NC4093006,25,NC,Y,2950,0.097,0.08
NM3590123,350,NM,Y,2950,0.175,0.08
NM3594332,295,NM,Y,1005,0.012,0.01
MS0230065,3138,MS,Y,2456,0.062,0.06
NM3549301,172,NM,Y,4000,28,15
MS0310003,1800,MS,Y,2950,0.121,0.08
MT0002590,58,MT,Y,4010,5.1,5
MS0770008,853,MS,Y,2950,0.106,0.08
MT0003986,225,MT,Y,1038,13.8,10
MT0000179,24,MT,Y,1038,11.8,10
MO6030484,50,MO,Y,4000,17.7,15
CA5400795,245,CA,Y,1040,74,45
CA5400805,120,CA,Y,1040,69.4,45
CA3601013,1000,CA,Y,1005,38.5,0.01
CA3601015,1000,CA,Y,1005,36.5,10
CA3901182,25,CA,Y,1040,68.6,45
CA3601094,75,CA,Y,1040,75.5,45
CA3500916,500,CA,Y,1040,11.2,10
CA3600012,275,CA,Y,1025,2.72,2
CA3600036,1000,CA,Y,1005,21.5,10
CA3600036,1000,CA,Y,1005,22,10
CA3600184,25,CA,Y,4006,37,20
CA5010039,2000,CA,Y,2950,0.122,0.08
CA5010039,2000,CA,Y,2950,0.1575,0.08
CA5010039,2000,CA,Y,2456,0.0928,0.06
CA3600196,625,CA,Y,4006,21.75,20
CA3302093,420,CA,Y,1040,90,45
CA3600391,900,CA,Y,1040,17.75,10
CA3400164,150,CA,Y,1005,0.02675,0.01
CA3400169,100,CA,Y,1005,0.013,0.01
CA5000218,30,CA,Y,1005,0.018,0.01
CA5700827,115,CA,Y,1040,54000,45
CA5700827,115,CA,Y,1040,47000,45
CA4510005,87113,CA,Y,1005,0.013,0.01
CA4900575,26,CA,Y,1005,0.0117,0.01
CA4900575,26,CA,Y,1005,0.01275,0.01
CA4500006,160,CA,Y,2456,0.085,0.06
CA5700558,100,CA,Y,1040,13,10
CA5410503,2940,CA,Y,2456,0.11,0.06
CA5410503,2940,CA,Y,2950,0.091,0.08
CA4300578,52,CA,Y,1032,0.09,0.05
CA5400987,25,CA,Y,1040,61,45
CA5401006,76,CA,Y,1040,50,45
CA5410009,2709,CA,Y,1005,0.022,0.01
CA5402043,30,CA,Y,1040,69.7,45
CA5402047,31,CA,Y,1040,101,45
CA5400660,87,CA,Y,1040,56,45
CO0109011,326,CO,Y,4006,44,30
CA5400805,120,CA,Y,1040,77.4,45
CA5000273,110,CA,Y,1005,0.013,0.01
CA5000499,100,CA,Y,1040,12,10
CA5000555,26,CA,Y,1005,0.012,0.01
CA5000574,26,CA,Y,1035,0.008,0.002
CA5000389,186,CA,Y,1005,0.04,0.01
CA5000389,186,CA,Y,1040,14,10
CA5000389,186,CA,Y,1040,64,45
CA5000085,100,CA,Y,1005,0.016,0.01
CA4901074,50,CA,Y,1040,24,10
CA5000116,223,CA,Y,4006,29,20
CA5100145,38,CA,Y,1005,15.8,10
CA5100149,650,CA,Y,1005,14.3,10
CA5100153,144,CA,Y,1005,0.013,0.01
CA5100172,123,CA,Y,1005,0.0131,0.01
CA5101009,350,CA,Y,1005,0.0114,0.01
CA4901195,64,CA,Y,1005,0.0153,0.01
CA5105008,25,CA,Y,1005,0.0179,0.01
CA4901236,60,CA,Y,1005,0.16,0.01
CA5000195,25,CA,Y,1005,0.011,0.01
CA5110002,73202,CA,Y,2456,0.0621,0.06
CO0150800,1500,CO,Y,4000,37,15
CO0145690,607,CO,Y,4010,16,5
CO0145690,607,CO,Y,4000,20,15
CA5403013,53,CA,Y,1040,132,45
CA5403022,150,CA,Y,1040,19,10
CA5403030,40,CA,Y,1040,78,45
CA5410034,934,CA,Y,4006,26.8,20
CO0145150,498,CO,Y,4000,21,15
CO0145150,498,CO,Y,4000,29.25,15
CO0145180,75,CO,Y,4010,19,5
CA5403048,60,CA,Y,1040,11.3,10
CA5403106,102,CA,Y,1040,18,10
CA5403110,39,CA,Y,1040,100,45
CA5401063,60,CA,Y,1040,53,45
CA5402024,100,CA,Y,1040,59.1,45
CA5410006,14415,CA,Y,2950,0.1115,0.08
CA5402030,100,CA,Y,1040,87,45
CO0263003,452,CO,Y,1040,12,10
CA5610017,113478,CA,Y,2950,0.081,0.08
CA5402047,31,CA,Y,1040,42.3,10
CO0132005,3720,CO,Y,1040,11.3,10
CO0132005,3720,CO,Y,1040,11,10
CO0132015,296,CO,Y,1040,12.9,10
CO0261002,157,CO,Y,1040,11,10
CO0126117,265,CO,Y,4010,9,5
CT0261021,36,CT,Y,1005,0.033,0.01
CO0235185,320,CO,Y,4000,63,15
CO0150800,1500,CO,Y,4010,6,5
CO0150800,1500,CO,Y,4010,25,5
CO0154743,200,CO,Y,2456,0.094,0.06
CO0160050,80,CO,Y,4010,6.48,5
CO0145540,96,CO,Y,4000,31,15
CO0145570,90,CO,Y,4010,7.1,5
CO0145720,660,CO,Y,4010,9.7,5
CO0145750,270,CO,Y,4000,18,5
CO0145780,125,CO,Y,4000,21.75,15
CO0145780,125,CO,Y,4010,15.63,5
CO0145780,125,CO,Y,4000,21.5,15
CO0135143,351,CO,Y,2456,0.139,0.06
CO0251743,66,CO,Y,4010,10,5
CO0247019,522,CO,Y,1040,12,10
CT0180211,318,CT,Y,4006,130,30
CT0180221,132,CT,Y,4006,250,30
CT0180221,132,CT,Y,4006,294,30
CT0187021,237,CT,Y,4006,91,30
CT0180221,132,CT,Y,4010,30,5
CO0207318,35,CO,Y,2456,0.082,0.06
CT0250044,25,CT,Y,1040,17,10
CT0700011,750,CT,Y,4006,61,30
DE0002316,100,DE,Y,1040,16,10
DE0002316,100,DE,Y,1040,16,10
DE0000273,441,DE,Y,1040,12,10
CT1340011,2383,CT,Y,2950,0.083,0.08
DE00A0534,75,DE,Y,1040,16.7,10
DE0000172,88,DE,Y,1040,12.9,10
DE0000363,657,DE,Y,1040,10.8,10
DE0000832,25,DE,Y,1040,15,10
AK2320426,881,AK,Y,2456,0.154,0.06
AR0000438,7784,AR,Y,2456,74,60
FL3350548,25,FL,Y,3000,5,1
FL3424631,250,FL,Y,3000,1.66,1
AR0000314,180,AR,Y,2950,94,80
AR0000603,2810,AR,Y,2950,90,80
AR0000323,1011,AR,Y,2456,61,60
FL6091193,50,FL,Y,3000,1.75,1
GA0130034,39000,GA,Y,2456,0.063,0.06
FL6581651,40,FL,Y,3000,2.33,1
GA1190051,4979,GA,Y,4006,43,30
GA0990005,9,GA,Y,3000,0.8,0.1
FL6511573,75319,FL,Y,3000,7.4,4
ID3380038,50,ID,Y,1005,0.016,0.01
ID3380038,50,ID,Y,1005,0.016,0.01
ID3140069,90,ID,Y,1005,0.037,0.01
GA1190001,985,GA,Y,4006,40,30
GA1250001,210,GA,Y,4000,19.5,15
GA1250001,210,GA,Y,4010,6,5
GA0730002,6099,GA,Y,2950,0.086,0.08
GA0570006,3120,GA,Y,4010,11,5
GA0590071,164,GA,Y,4006,44.25,20
GA0450000,6045,GA,Y,2456,0.069,0.06
GA2090003,2258,GA,Y,4000,65,15
GA1330001,416,GA,Y,4006,88.75,20
GA1330012,788,GA,Y,4010,22.75,5
GA1330046,7777,GA,Y,4010,15,5
GA1850274,554,GA,Y,2950,0.131,0.08
ID3140092,70,ID,Y,1005,0.023,0.01
ID3140092,70,ID,Y,1005,0.023,0.01
ID3140096,60,ID,Y,4006,48,30
ID4010252,190,ID,Y,4006,32,30
IA3400613,75,IA,Y,3000,100,10
ID3140118,234,ID,Y,4006,64,30
ID4080007,249,ID,Y,2456,0.08,0.06
ID3140119,43,ID,Y,1005,0.028,0.01
IA8676998,108,IA,Y,3000,20,10
CA1500449,56,CA,Y,1005,0.014,0.01
CA1502413,202,CA,Y,1040,75,45
IA4910861,54,IA,Y,3000,100,10
ID1090253,22,ID,Y,1005,0.011,0.01
IA4848901,1091,IA,Y,3000,1,141.14
CA1500458,67,CA,Y,4006,34,20
CA1500461,68,CA,Y,1005,0.089,0.01
CA1500464,280,CA,Y,1040,51,45
CA1502569,35,CA,Y,1005,0.017,0.01
CA1500493,200,CA,Y,1005,0.022,0.01
CA1500493,200,CA,Y,1005,0.021,0.01
CA1500494,66,CA,Y,1040,55,45
CA1310013,2124,CA,Y,2950,0.086,0.08
CA1310017,223,CA,Y,2950,0.12,0.08
CA1009035,25,CA,Y,2950,0.12,0.08
CA1009078,225,CA,Y,2950,0.145,0.08
CA1000580,150,CA,Y,1005,0.0148,0.01
CA1000585,25,CA,Y,1040,350,45
CA1000042,193,CA,Y,4109,34,15
CA1000054,375,CA,Y,2950,0.095,0.08
CA1009028,160,CA,Y,2950,0.122,0.08
CA1900038,61,CA,Y,1005,0.015,0.01
CA1600605,47,CA,Y,4006,34,20
IA8200605,215,IA,Y,3000,99,141.14
ID1110019,266,ID,Y,4006,35,30
CA1610009,1450,CA,Y,1005,0.016,0.01
CA1610009,1450,CA,Y,1005,0.015,0.01
CA1610700,12000,CA,Y,2950,0.0956,0.08
CA1510016,372,CA,Y,1005,0.022,0.01
CA1600004,350,CA,Y,1005,0.085,0.01
CA1600010,66,CA,Y,1005,22,0.01
CA3700962,100,CA,Y,4109,22.5,15
CA3900649,100,CA,Y,1040,53.7,45
CA5400523,100,CA,Y,1040,54.6,45
CA1502699,35,CA,Y,1040,54,45
CA1500525,120,CA,Y,1005,0.054,0.01
CA1500525,120,CA,Y,1005,0.075,0.01
CA1500525,120,CA,Y,1005,0.034,0.01
CA1500525,120,CA,Y,1005,0.047,0.01
CA1502724,75,CA,Y,1005,0.076,0.01
CA1400036,50,CA,Y,1005,0.084,0.01
CA1500569,96,CA,Y,1040,46,45
CA3701341,120,CA,Y,1038,13.6,10
CA3901334,40,CA,Y,1005,23,0.01
CA3901334,40,CA,Y,1005,16.5,0.01
CA1400037,60,CA,Y,4006,26,20
CA1400037,60,CA,Y,1005,0.047,0.01
GA2370074,1024,GA,Y,4010,7.75,5
CA1010019,11504,CA,Y,2414,0.02,0.005
CA1010044,7306,CA,Y,2950,0.1593,0.08
CA1009147,110,CA,Y,2950,0.108,0.08
CA1000207,56,CA,Y,1040,56,45
CA1009035,25,CA,Y,2950,0.121,0.08
CA1009039,25,CA,Y,2950,0.1775,0.08
CA1000213,100,CA,Y,2950,0.107,0.08
CA1000214,1750,CA,Y,2950,0.124,0.08
CA1009051,50,CA,Y,1005,0.0308,0.01
CA1000238,75,CA,Y,1005,0.0319,0.01
CA1000490,200,CA,Y,2950,0.12,0.08
CA1000424,449,CA,Y,1005,0.013,0.01
CA2000944,50,CA,Y,1040,50,45
CA1009078,225,CA,Y,2950,0.11,0.08
CA1000445,63,CA,Y,4006,24.3,20
CA1000452,90,CA,Y,1040,56,45
CA1000505,56,CA,Y,1040,13,10
CA1000536,125,CA,Y,2950,0.164,0.08
CA1000112,483,CA,Y,1040,60,45
CA1000547,80,CA,Y,1040,152,45
CA1000577,78,CA,Y,4006,20.8,20
CA2000592,30,CA,Y,4109,222,15
CA2000293,300,CA,Y,4109,29,15
CA2000293,300,CA,Y,4006,26.75,20
CA1000604,44,CA,Y,1005,0.029,0.01
CA1000625,25,CA,Y,1040,14,10
CA1009006,18,CA,Y,2950,0.214,0.08
CA1000177,85,CA,Y,2950,0.142,0.08
CA1000177,85,CA,Y,2950,0.167,0.08
CA1000177,85,CA,Y,2456,0.076,0.06
CA2000527,110,CA,Y,1005,0.0185,0.01
CA2400078,400,CA,Y,1040,29,10
CA2000659,440,CA,Y,2931,3.5e-4,2e-4
CA1000359,255,CA,Y,2950,0.153,0.08
CA1000071,160,CA,Y,1005,0.0275,0.01
CA1600031,180,CA,Y,4109,15.86,15
CA1600050,280,CA,Y,1005,0.045,0.01
CA1610005,26093,CA,Y,2950,0.117,0.08
CA1610005,26093,CA,Y,2950,0.14,0.08
CA1600017,416,CA,Y,1005,23.5,0.01
CA1500571,73,CA,Y,1005,0.019,0.01
CA1500575,165,CA,Y,1038,15,10
CA1502194,50,CA,Y,1040,54,45
CA5400713,600,CA,Y,1005,0.017,0.01
CA5400548,231,CA,Y,1040,16,10
CA3610705,16000,CA,Y,1005,0.035,0.01
CA3610705,16000,CA,Y,1005,0.034,0.01
CA3701760,60,CA,Y,4006,500,20
CA3700291,100,CA,Y,1025,4.66,2
CA2700536,45,CA,Y,1005,0.074,0.01
CA2700552,579,CA,Y,1005,0.028,0.01
CA2701670,81,CA,Y,1005,0.0563,0.01
CA3710009,870,CA,Y,4006,24,20
CA2701176,25,CA,Y,1040,15.3,10
CA2701241,41,CA,Y,1040,220,45
CA3600114,695,CA,Y,4006,23,20
CA2700799,87,CA,Y,1005,0.014,0.01
CA2000561,264,CA,Y,1005,0.013,0.01
CA2400209,300,CA,Y,2950,91,80
CA2400245,452,CA,Y,1040,61.8,45
CA2400335,30,CA,Y,1040,28,10
CA3400130,40,CA,Y,1005,0.02075,0.01
CA3400130,40,CA,Y,1005,0.03123,0.01
CA3400130,40,CA,Y,1005,0.03,0.01
CA1910246,1500,CA,Y,1005,0.0153,0.01
CA2000612,350,CA,Y,1005,0.0123,0.01
CA2110001,1394,CA,Y,2950,0.088,0.08
CA2110005,2620,CA,Y,2456,0.159,0.06
CA2110005,2620,CA,Y,2950,0.104,0.08
CA2000502,250,CA,Y,1005,0.02,0.01
CA2310304,30,CA,Y,2950,0.082,0.08
CA4900643,26,CA,Y,1005,0.058,0.01
CA2000534,45,CA,Y,1005,0.012,0.01
CA2000737,100,CA,Y,1005,0.014,0.01
CA2210003,675,CA,Y,4109,32,15
CA2000550,130,CA,Y,1005,0.113,0.01
CA3301482,180,CA,Y,4006,37,20
CA3210011,1525,CA,Y,1005,0.0152,0.01
CA2910003,36730,CA,Y,1005,0.0121,0.01
CA3910015,24268,CA,Y,1005,0.01275,0.01
CA3910015,24268,CA,Y,1005,0.011,0.01
CA2702550,25,CA,Y,1005,0.059,0.01
CA2702550,25,CA,Y,1005,0.049,0.01
CA2701926,210,CA,Y,1005,0.019,0.01
CA2701926,210,CA,Y,1005,0.022,0.01
CA4000637,60,CA,Y,1005,0.028,0.01
IL0990900,483,IL,Y,4010,7,5
IL0990900,483,IL,Y,4010,16,5
IL0995336,100,IL,Y,4010,7,5
IL0995425,10,IL,Y,4010,11,5
IL2010150,23744,IL,Y,4010,6,5
IL2010300,147051,IL,Y,4010,8,5
IL1330200,157,IL,Y,1040,12,10
IL1955165,200,IL,Y,1040,19,10
IL2010350,7685,IL,Y,4010,6,5
IL0990060,250,IL,Y,4000,18,15
IL1190080,4025,IL,Y,2950,0.084,0.08
IL1470200,450,IL,Y,1005,0.014,0.01
IL1410500,9574,IL,Y,4010,8,5
IL1130450,1183,IL,Y,1005,0.015,0.01
IL0970240,24,IL,Y,1005,0.014,0.01
VT0005132,2986,VT,Y,2950,0.082,0.08
IL1090010,225,IL,Y,2950,0.088,0.08
IL0670450,1235,IL,Y,2456,0.064,0.06
IL0570200,267,IL,Y,4010,6,5
ID6210029,58,ID,Y,1005,0.011,0.01
KS2003104,894,KS,Y,2950,0.084,0.08
KS2007301,629,KS,Y,2456,0.07,0.06
KS2013706,56,KS,Y,1005,0.013,0.01
KS2019101,1429,KS,Y,1040,13,10
KY0060392,4332,KY,Y,2950,0.085,0.08
IL0311620,17000,IL,Y,4010,7,5
IL0390100,200,IL,Y,1005,0.015,0.01
IL0510010,5025,IL,Y,2950,0.092,0.08
ID7220047,400,ID,Y,1025,4.1,4
KS2012520,294,KS,Y,2950,129.25,80
KY0020956,14999,KY,Y,2456,0.065,0.06
KS2000110,736,KS,Y,2456,0.064,0.06
KS2012520,294,KS,Y,2950,0.105,0.08
KS2012520,294,KS,Y,2456,0.081,0.06
KS2012520,294,KS,Y,2456,0.119,0.06
KS2016712,95,KS,Y,4010,6,5
KS2006109,521,KS,Y,2950,0.082,0.08
KS2015501,653,KS,Y,1040,21,10
KS2015501,653,KS,Y,1040,21,10
KS2000506,10636,KS,Y,2950,0.098,0.08
KS2004902,321,KS,Y,2456,0.114,0.06
KS2004903,302,KS,Y,2950,0.301,0.08
KS2013320,670,KS,Y,2950,0.156,0.08
KS2020510,808,KS,Y,2456,0.072,0.06
KS2009505,450,KS,Y,1040,13,10
KS2017701,125904,KS,Y,2456,0.061,0.06
KS2013702,2768,KS,Y,2950,0.082,0.08
KS2001301,225,KS,Y,1040,11,10
IN2860009,226,IN,Y,1040,13.56,10
IN5216005,1600,IN,Y,2950,0.087,0.08
IN5226012,79,IN,Y,1040,17,10
KS2012309,2048,KS,Y,2950,0.107,0.08
IL0110700,374,IL,Y,4010,10,5
KS2004101,334,KS,Y,2950,100.75,80
KS2013312,464,KS,Y,2456,0.172,0.06
KS2013312,464,KS,Y,2950,0.128,0.08
KS2020510,808,KS,Y,2456,0.116,0.06
KS2020510,808,KS,Y,2950,0.175,0.08
IN5243063,39,IN,Y,1005,0.014,0.01
IN5253003,4618,IN,Y,2456,62,60
IN5240005,2395,IN,Y,2950,89.5,80
IN5272001,6737,IN,Y,2456,0.147,0.06
IN5272002,19120,IN,Y,2950,82.3,80
IN5264025,175,IN,Y,1025,3.8,2.4
KS2012104,2435,KS,Y,2950,0.106,0.08
IN2710032,127,IN,Y,1005,0.026,0.01
KS2016504,69,KS,Y,4006,32,30
KS2016508,96,KS,Y,1025,4.2,4
KS2019118,1217,KS,Y,1040,11,10
IN5271024,384,IN,Y,2950,83.3,80
OR4101449,70,OR,Y,1005,0.014,0.01
OR4194560,20,OR,Y,1005,0.011,0.01
IN2440889,60,IN,Y,1040,10.8,10
OK4005589,155,OK,Y,3000,1,1
PA1090935,100,PA,Y,3000,26,1
PA2570324,50,PA,Y,3000,100,10
PA1150047,116,PA,Y,3000,3.5,1
OR4193759,90,OR,Y,1005,0.013,0.01
PA2520413,150,PA,Y,3000,15,10
OH4900312,40,OH,Y,1005,0.013,0.01
PA2450792,40,PA,Y,3000,5,1
ME0006737,135,ME,Y,3000,5,3
PA3480376,35,PA,Y,3000,80,1
PA3480376,35,PA,Y,3000,80,1
PA1460435,200,PA,Y,3000,5,1
PA6170001,120,PA,Y,3000,7,1
PA3540880,300,PA,Y,3000,80,10
MO2024499,6755,MO,Y,2950,84,80
PA4050368,75,PA,Y,3000,100,10
IL3034058,140,IL,Y,1040,17,10
OH7700411,29550,OH,Y,2456,0.073,0.06
PA4110298,200,PA,Y,3000,20,10
PA4110298,200,PA,Y,3000,100,10
OH7038212,295,OH,Y,1005,0.011,0.01
OR4100962,88,OR,Y,1005,0.011,0.01
OR4100588,40,OR,Y,1005,0.025,0.01
OR4100588,40,OR,Y,1040,17.6,10.49
KS2001501,125,KS,Y,2950,0.094,0.08
OR4105854,40,OR,Y,1005,0.016,0.01
OR4101165,40,OR,Y,1005,0.021,0.01
OR4100802,150,OR,Y,2950,0.089,0.08
OR4106155,27,OR,Y,1005,0.014,0.01
IN5247003,5000,IN,Y,2456,0.066,0.06
IN5247003,5000,IN,Y,2950,0.1033,0.08
UTAH22083,43,UT,Y,3000,50,1
VA5780600,9364,VA,Y,2950,0.083,0.08
UTAH28003,210,UT,Y,1005,10.5,10
UTAH20060,120,UT,Y,1005,0.018,0.01
VA5089315,203,VA,Y,2950,0.089,0.08
VA5143370,87,VA,Y,3000,24,10
VA5117660,50,VA,Y,2950,0.082,0.08
VT0005126,1700,VT,Y,2456,0.07,0.06
UTAH21012,850,UT,Y,1005,10.45,10
VA4193880,25,VA,Y,3000,27,10
VT0005206,315,VT,Y,1005,0.018,0.01
VA5143214,210,VA,Y,2456,0.062,0.06
VA3093210,104,VA,Y,1025,4.4,4
VT0005228,2000,VT,Y,2950,0.084,0.08
VT0005228,2000,VT,Y,2950,0.092,0.08
VA1197740,550,VA,Y,3000,50,10
VT0005018,105,VT,Y,2456,0.076,0.06
VT0005539,1300,VT,Y,4010,5.4,5
VA3001100,2380,VA,Y,1005,0.017,0.015
VA3093118,202,VA,Y,1025,4.9,4
VA3093118,202,VA,Y,1025,4.5,4
VA3093150,36,VA,Y,3000,67,10
VT0005048,185,VT,Y,1040,10.6,10
VA3093180,108,VA,Y,1025,4.8,4
VA3093316,386,VA,Y,1025,4.2,4
VA3095625,99,VA,Y,3000,67,10
VA3093118,202,VA,Y,1025,4.6,4
VA3093180,108,VA,Y,1025,4.7,4
